transcript,entities
"Yeah. Yeah. So this below part. So if suppose a button is selected, suppose this one, then like this, it should get activated. So audio, video and snippets. Sorry. Yeah. Key frames. So if I click on this, then a pop up should come and where your all key frames should be coming. So now, uh, here, summary is there. So, uh, wherever you find that the screen is being shared. Okay. There, uh, in that particular, uh, what do we say? Um, um, if you look at the JSON, uh, we have the transcription JSON for each row. So for the transcription, JSON, for each row, if the screen is shared, there only the integration must be done for that particular row.  So are you getting me Amit? Yes yes yes so do you want me to show open the JSON and show it again? Yes yes definitely Okay um JSON i'll go to desktop.","[[672, 676, 'Person Name']]"
Yeah. Yeah. And then what were the things that we were having Amit? labels maybe label yeah,"[[62, 66, 'Person Name']]"
"Grey colour. Say maroon colour, if I click on this, so then himanshu sorry yes sravanthi","[[60, 68, 'Person Name'], [79, 88, 'Person Name']]"
Yes sravanthi.,"[[4, 13, 'Person Name']]"
Yes. So you have to write this logic and then you will have to put it in the Avinash code hmm okay so this transcription I'll send you,"[[77, 84, 'Person Name']]"
"Is this?I mean you, if you want Avinash to access this through an API which means he sends I guess that would be the best wat. So he sends uh JSON to your API and your API populates yeah like that transfers it to","[[32, 39, 'Person Name']]"
"The next person, I gues you will have to create another user story API creation","[[56, 66, 'Scrum']]"
Okay same thing I'll write here okay so so suresh what do you think it should be the acceptance criteria?,"[[43, 49, 'Person Name']]"
Uh yes himanshu so,"[[7, 15, 'Person Name']]"
"Himanshu so we can go ahead with the same things. So in, uh, what you were expecting, the same thing, we can accept it. Oh Sorry so I mean you can just uh tell me I will just type it","[[0, 8, 'Person Name']]"
"So the acceptance criteria, is that a, uh, once all of these points are successfully completed. Then only the user story will be markes as complete. Otherwise, if any 1 point is not completed yes correct","[[110, 120, 'Scrum']]"
Yes correct so all the stories so all the points should be in a like then it will be as happening. So then the user will get the success story correct yes,"[[23, 30, 'Scrum'], [137, 142, 'Scrum']]"
"Sounds good to Amit anything else to add? I guess it sounds good. Okay perfect so 3 story point game we will play at the end. So okay so now suresh this is yours only. So here you will have to, so this one I have created based on the revised wireframes that should come uh after you analyze yes otter and uh fireflies and you will make the changes so yeah","[[15, 19, 'Person Name'], [84, 95, 'Scrum'], [141, 147, 'Person Name'], [295, 300, 'Tool'], [308, 317, 'Tool']]"
Frames and uh generatoin of the HTML codes for the same so uh suresh can you give the,"[[62, 68, 'Person Name']]"
So I will send you the Anthem standard page and based on that you have to make the changes sure um himanshu,"[[23, 29, 'Organization'], [99, 107, 'Person Name']]"
So sravanthi I'm proceeding then yeah hmm yeah,"[[3, 12, 'Person Name']]"
"okay. So now comes the, okay. First I will move on to this last one where, so, avinash you will  have to, uh, talk with all the team members, whoever are the owners of, uh, their respective APIs and, uh, we have to stitch it now that routes that you were talking about that routes you will have to finish it","[[79, 86, 'Person Name']]"
So uh himanshu yeah one qucik question I'm sorry to interrupt but um,"[[6, 14, 'Person Name']]"
So suresh you are clear with the acceptance criteria,"[[3, 9, 'Person Name']]"
criteria and the story that is been given? Right so please raise uh if at all you find any anything more anymore story in detail you want to add let us know sure sravanthi now itself because it's in the planning phase yes yes you can always add 1 more story no problem in adding,"[[17, 22, 'Scrum'], [113, 118, 'Scrum'], [162, 171, 'Person Name'], [252, 257, 'Scrum']]"
Avinash. So you understand right? What we have to do,"[[0, 7, 'Person Name']]"
we decided right? Anuj or avinash? Uh Amit someone I guess amit amit comes from right position,"[[18, 22, 'Person Name'], [26, 33, 'Person Name'], [38, 42, 'Person Name'], [59, 63, 'Person Name'], [64, 68, 'Person Name']]"
So all of I mean what you have to do is everyone has an API right? hmm yes yes so once you have generated the JSON you create one more JSON okay you save it in mongo DB it's okay and you pass that JSON as in,"[[160, 168, 'Technologies']]"
JSON okay  you save it in Mongo DB it's okay and you pass that JSON as in as a post request to suppose uh divesh,"[[26, 34, 'Technologies'], [106, 112, 'Person Name']]"
You have to ensure that? Divesh team generates uh JSON okay okay and that JSON divesh team I mean divesh team,"[[25, 31, 'Person Name'], [79, 85, 'Person Name'], [98, 104, 'Person Name']]"
I mean divesh team saves it and in mongoDB and they forward it to suppose uh Amit Anuj,"[[7, 13, 'Person Name'], [35, 42, 'Technologies'], [77, 81, 'Person Name'], [82, 86, 'Person Name']]"
When anuj takes it and then gives another JSON and that passes to amit JSON okay okay and that JSON which is the final JSON,"[[5, 9, 'Person Name'], [66, 70, 'Person Name']]"
"which is the final JSON, which I will be, uh, taking care of. So, amit.","[[66, 70, 'Person Name']]"
Amit amit's API that will be the final API okay that we need to accept that the UI need to accept and that will be populated that will be used.,"[[0, 4, 'Person Name'], [5, 9, 'Person Name']]"
Okay that will be used to populate the UI I'm okay understood yes sir himanshu actually we have 2 options we can also pull it from Mongo DB like if you're passing as post or we can also pull it from mongo DB it can be from our escalation yes,"[[70, 78, 'Person Name'], [131, 139, 'Technologies'], [199, 207, 'Technologies']]"
So that means avinash saved it in mongo DB and then uh divesh will take it from mongo DB yeah divesh will save it in his collection,"[[14, 21, 'Person Name'], [34, 42, 'Technologies'], [55, 61, 'Person Name'], [80, 88, 'Technologies'], [94, 100, 'Person Name']]"
Hmm yeah divesh will take it in his collection and then Anuj will take it from divesh's collection and then I will take from collection,"[[9, 15, 'Person Name'], [56, 60, 'Person Name'], [79, 85, 'Person Name']]"
So how will divesh know that avinash has saved it in MongoDB,"[[12, 18, 'Person Name'], [29, 36, 'Person Name'], [53, 60, 'Technologies']]"
Avinash will run that code. So first divesh uh in the first Avinash API will run. If that completes then only uh divesh API will run okay,"[[0, 7, 'Person Name'], [37, 43, 'Person Name'], [60, 67, 'Person Name'], [113, 119, 'Person Name']]"
Uh divesh,"[[3, 9, 'Person Name']]"
"That means you are saying that. I mean, So Divesh, is it still using an API only, right? divesh is an API?","[[43, 49, 'Person Name'], [89, 95, 'Person Name']]"
Divesh is still using API and uh so divesh is a stand alone API,"[[0, 6, 'Person Name'], [36, 42, 'Person Name']]"
Not stand alone actually uh he has uh avinash has merged all the routes in 1 file and he's running that file hmm,"[[38, 45, 'Person Name']]"
Divesh route will not be called until and unless the JSON is saved in mongo DB yeah,"[[0, 6, 'Person Name'], [70, 78, 'Technologies']]"
Yes and also kind of like you can also run divesh first but we need uh I'm avinash's JSON that's uh us to decide but what to to but is the pipeline the sequence?,"[[43, 49, 'Person Name'], [75, 82, 'Person Name']]"
Please go ahead was like request will be saved in the collection of Avinash and then it will get to divesh we and divesh API will collect the uh JSON from avinash collection,"[[68, 75, 'Person Name'], [100, 106, 'Person Name'], [114, 120, 'Person Name'], [155, 162, 'Person Name']]"
Avinash can show you the process the code the request to get 1 he will maybe show you after this,"[[0, 7, 'Person Name']]"
Of routes that will tell that will ask the next API to start a second API's output JSON to we save in 1 mongo okay 3rd each API.,"[[104, 109, 'Technologies']]"
from the mongo DB collection for final API will be exposed publicly and UI will send a post only to that API which is Amit API okay,"[[9, 17, 'Technologies'], [118, 122, 'Person Name']]"
"Okay so regarding the transcript, you'll call only 1 APU that API will call amit's API that API will call anu's API like that you saying right? I will call only 1 API. That would give me the final output. Yes okay okay understood.","[[106, 109, 'Person Name'], [76, 80, 'Person Name']]"
That's when I'm saying so himanshu said we'll call,"[[26, 34, 'Person Name']]"
we'll call 1 API and internally we'll call 1 API and inside your API I will call anuk's API like that. So all the API's will be talking internally but publicly exposed API will be only 1 API yes okay,"[[81, 85, 'Person Name']]"
correct questions himanshu correct yes,"[[18, 26, 'Person Name']]"
Himanshu. Sorry to disturb yes yes I think we have a call with Kajari at 2 pm inform Kajari she said you can join this call now,"[[0, 8, 'Person Name'], [63, 69, 'Person Name'], [85, 91, 'Person Name']]"
So sravanthi can we postpone this call again?,"[[3, 12, 'Person Name']]"
schedule a call himanshu. I'll just ping you and accordingly I'll schedule the call,"[[16, 24, 'Person Name']]"
Yes amit you can go ahead. Okay so. Yeah,"[[4, 8, 'Person Name']]"
I was working on uh hive 81 that I'm working simultaneously on both hive 108 and 109. I guess today it would be moved to testing. I have written the code actually and I am I will move it to testing today. Okay. That's it from my side.,"[[20, 27, 'Scrum'], [68, 76, 'Scrum'], [121, 128, 'Status'], [190, 197, 'Status'], [198, 203, 'Date']]"
The story would due date is showng as 26th and good that you're you'll be I hope it is not uh beyond the due date.thank you. Yes,"[[4, 9, 'Scrum'], [38, 42, 'Date']]"
"Hi everyone, this is avinash, uh regarding my user story which is API stitching. I have integrated a sentiment classifier. The only thing remaining is deadline escalation which I will do today so and then after Amit gives me API I will integrate that as well.","[[21, 28, 'Person Name'], [211, 215, 'Person Name']]"
"Hi Avinash, did you apply it on the scrum thing?","[[3, 10, 'Person Name']]"
No no no. So there are 4 scrum calls which should I take?,"[[25, 36, 'Scrum']]"
Okay so sarika do you remember which one you worked on? Do you have the time stamp for that?,"[[8, 14, 'Person Name']]"
Yeah yesterday I have submitted a document to Avinash with the scrum link and what all content it has so anything else you are expecting from me?,"[[46, 53, 'Person Name'], [63, 73, 'Scrum']]"
"Avinash, I mean will it be useful? Yeah yeah","[[0, 7, 'Person Name']]"
She's she has done 4 uh meetings. No first one okay so okay okay I'll do that yeah first one is 18 January scrum meeting. Yes yes that one. Okay okay I will apply. Okay yeah,"[[96, 106, 'Date'], [107, 120, 'Scrum']]"
"Hi everyone, this is Divesh. My user story is hive 92, I just completed the user story I mentioned in comments as well and the remaining part is I need to combine my code with hrisheek code as well , for message file is correctly successful or not, that we'll do by end of the dsy today.","[[21, 27, 'Person Name'], [37, 42, 'Scrum'], [76, 86, 'Scrum'], [176, 184, 'Person Name'], [281, 286, 'Date']]"
"Hi all this is Dhanuj, regarding my user story. Hey hey","[[15, 21, 'Person Name'], [36, 46, 'Scrum']]"
sorry dhanuj I was talking on mute. Yeah so divesh uh I have one quick question to you so you were talking about 92 only right?,"[[6, 12, 'Person Name'], [44, 50, 'Person Name']]"
more to do on this story or is it anything else?,"[[19, 24, 'Scrum']]"
"No in the same story like we just, oh the ownership is lying on somebody else. Okay okay. The same story?","[[15, 20, 'Scrum'], [99, 105, 'Scrum']]"
No it's different story actually we have it's of anuj. One second yeah,"[[18, 23, 'Scrum'], [49, 53, 'Person Name']]"
One second yeah divesh. So it is not a story uh Sravanthi it is just whatever he and hrisheek has done and whatever uh hrisheek has done they just need to make it together. So it is not I mean their task is done. It is just something they need to combine and send it to me. So that later we can have uh routes created,"[[16, 22, 'Person Name'], [39, 44, 'Scrum'], [48, 57, 'Person Name'], [85, 93, 'Person Name'], [119, 127, 'Person Name'], [207, 211, 'Status']]"
Okay understood. Thank you. Fine dhanuj go ahead please,"[[33, 39, 'Person Name']]"
Hive 110 and hive 111 are like completed uh and hive 112 is also completed for one colour yesterday I modified the course.,"[[0, 8, 'Scrum'], [13, 21, 'Scrum'], [48, 56, 'Scrum'], [65, 74, 'Status']]"
"So for now it is enough to show one colour na himanshu sir, yes uh","[[46, 54, 'Person Name']]"
Yes uh for now it's uh so when is your last date? 5 days means today only right? Yeah today only yeah yeah yeah so no time for research so yeah you can close this you check it again and you close this. Okay sir yeah. Yeah,"[[63, 68, 'Date'], [86, 91, 'Date']]"
"Uh yeah Bhanu here uh hive 86 audio snippet logic uh almost development is done, just I moved to testing, just now uh later in this day I'll move to in-review once","[[8, 13, 'Person Name'], [22, 29, 'Scrum'], [75, 79, 'Status'], [149, 158, 'Status'], [97, 104, 'Status']]"
So It will be done today? Today is the last day?,"[[14, 18, 'Status'], [19, 24, 'Date'], [26, 31, 'Date']]"
Yeah it's done already,"[[10, 14, 'Status']]"
Okay so it needs to be moved to in-review. Hope you have attached the relevant documents so supporting ones,"[[32, 41, 'Status']]"
"Yeah. Yeah hi this is hrisheek. Yeah yeah so that's file type validation and catching errors so this is done actually you can move it to like in-review because like the code the error message code is uh integrated with divesh only that the success score is it be done. But, as a part of the story only error score is there in this story, so the success measures it's like bit uh like uh addition to that so that is done. so that will be done by today.","[[22, 30, 'Person Name'], [219, 225, 'Person Name'], [142, 151, 'Status'], [291, 296, 'Scrum'], [331, 336, 'Scrum'], [445, 450, 'Date'], [263, 267, 'Status']]"
"So hrisheek if it's going to take uh more time then don't do it, you just finish it and uh you integrate it with divesh code but if you feel that it can be done along with the integration divesh then you can proceed yeah","[[3, 11, 'Person Name'], [113, 119, 'Person Name'], [188, 194, 'Person Name']]"
Jatin please Select View All Outlook Settings,"[[0, 5, 'Person Name'], [29, 36, 'Tool']]"
Microsoft Outlook is a personal information manager software system,"[[0, 17, 'Tool']]"
"However, even if you use Outlook every day, you might not know some of the cool things it can do to help you be more productive.","[[25, 32, 'Tool']]"
Rahul can access this view by clicking the “Files” icon in the bottom-left corner of Outlook,"[[0, 5, 'Person Name'], [85, 92, 'Tool']]"
"Hi Jilani,the file will open in edit mode inside Teams and you can start making changes right away.","[[3, 9, 'Person Name'], [49, 54, 'Tool']]"
"Microsoft Teams is included in Office 365 A1, which is free for educational institutions","[[0, 15, 'Tool']]"
The PDF is opened in the Adobe Acrobat viewer within Teams,"[[25, 38, 'Tool'], [53, 58, 'Tool']]"
"Microsoft Teams is a bit like Microsoft Word, as messages and chats have lots of formatting options.","[[0, 15, 'Tool'], [30, 44, 'Tool']]"
"Faizal, this works even better when showing bullet points on a PowerPoint!","[[0, 6, 'Person Name'], [63, 73, 'Tool']]"
I can email the PowerPoint presentation to anybody who wants it.,"[[16, 39, 'Tool']]"
"A collection of English ESL powerpoints for home learning, online practice, distance learning and English classes to teach about sentences","[[28, 39, 'Tool']]"
CrystalGraphics brings you the world's biggest & best collection of sentence PowerPoint templates.,"[[77, 87, 'Tool']]"
There is no need to use complete sentences in PowerPoint or any presentation,"[[46, 56, 'Tool']]"
"PPT is a file extension for a presentation file format used by Microsoft PowerPoint,","[[0, 3, 'Tool'], [63, 83, 'Tool']]"
"All text images, sound and video used in the presentation are contained in the PPT file.","[[79, 82, 'Tool']]"
Sharath can you share your PPT slides prepared on topic extraction,"[[0, 7, 'Person Name'], [27, 30, 'Tool']]"
Browse sentences ppt resources on google and let me know on this Rohit,"[[17, 20, 'Tool'], [65, 70, 'Person Name']]"
Visual Studio included C++ sample code in previous versions.,"[[0, 13, 'Tool']]"
"Tutorials, videos and docs recommendations for learning to code in Visual Studio.","[[67, 80, 'Tool']]"
"Visual Studio dev tools & services make app development easy for any developer, on any platform & language.","[[0, 13, 'Tool']]"
Veena Is Expert in Vistual Studio Code.,"[[0, 5, 'Person Name'], [19, 38, 'Tool']]"
Rohini will take help of veena on visual studio. Let both of them work on this task,"[[0, 6, 'Person Name'], [25, 30, 'Person Name'], [34, 47, 'Tool'], [79, 83, 'Scrum']]"
VS code is the code editor redefined and optimized for building and debugging modern web and cloud applications.,"[[0, 7, 'Tool']]"
Bring up the Extensions view by clicking on the Extensions icon in the Activity Bar on the side of VS Code or the View: Extensions command (Ctrl+Shift+X).,"[[99, 106, 'Tool']]"
This will show you a list of the most popular VS Code extensions on the VS Code Marketplace.,"[[46, 53, 'Tool'], [72, 79, 'Tool']]"
"PyCharm checks the grammar of text files,","[[0, 7, 'Tool']]"
"PyCharm provides smart code completion, code inspections, on-the-fly error highlighting and quick-fixes, along with automated code refactorings and rich navigation capabilities.","[[0, 7, 'Tool']]"
VS Code easily beats PyCharm,"[[0, 7, 'Tool'], [21, 28, 'Tool']]"
"VS Code doesn't try to be a full IDE and keeps it simple as a text-editor, the memory footprint, startup-time, and overall responsiveness of VS Code is much better than PyCharm.","[[0, 7, 'Tool'], [141, 148, 'Tool'], [169, 176, 'Tool']]"
all the twentieth-century technologies the computer—the universal machine—is perhaps the most sublime technology,"[[94, 101, 'Tool']]"
The contemporary technological sublime finds expression in an affective combination of elevated emotion and banality in the context of video gaming.,"[[31, 38, 'Tool']]"
Microsoft OneNote is a note-taking program for free-form information gathering and multi-user collaboration.,"[[0, 17, 'Tool']]"
OneNote is a digital notebook that automatically saves and syncs your notes as you work.,"[[0, 7, 'Tool']]"
Sarika you can use one note to save all your notes,"[[0, 6, 'Person Name'], [19, 27, 'Tool']]"
"Similar to apps like Evernote and Dropbox Paper, it lets you store text and images in free-form documents which you can keep private or share with others.","[[21, 29, 'Tool'], [34, 41, 'Tool']]"
OneNote gives you everything Evernote can do for a fraction of the price.,"[[0, 7, 'Tool']]"
Skype for Business was an enterprise software application for instant messaging,"[[0, 5, 'Tool']]"
Skype for Business Online is the cloud-based version of Skype for Business Server and is part of the Microsoft 365 cloud service.,"[[0, 5, 'Tool'], [56, 61, 'Tool']]"
"Skype is a proprietary telecommunications application that specializes in providing VoIP-based videotelephony, videoconferencing and voice calls.","[[0, 5, 'Tool']]"
"Webex by Cisco is the leading enterprise solution for video conferencing, online meetings, screen share, and webinars","[[0, 5, 'Tool']]"
"Kaliprasad do I need to install webex to attend the meeting, how it works?","[[32, 37, 'Tool'], [0, 10, 'Person Name']]"
"Cisco Webex Meetings offers secure, integrated audio, video, and content sharing from any device, anywhere.","[[0, 11, 'Tool']]"
Excel is typically used to organize data and perform financial analysis.,"[[0, 5, 'Tool']]"
"Microsoft Excel is a spreadsheet developed by Microsoft for Windows, macOS, Android and iOS.","[[0, 15, 'Tool']]"
Use Microsoft Word for the best word processing and document creation.,"[[4, 18, 'Tool']]"
"The trusted Word app lets you create, edit, view, and share your files with others quickly and easily.","[[12, 16, 'Tool']]"
"As the lead cloud computing platform, Amazon Web Services (AWS) is the primary profit driver for Amazon.","[[39, 57, 'Technical Platform']]"
"AWS provides servers, storage, networking, remote computing, email, mobile development, and security.","[[0, 3, 'Technical Platform']]"
AWS accounts for about 13% of Amazon's total revenue as of Q2 2021.,"[[0, 3, 'Technical Platform']]"
AWS and Google Cloud both provide web-based consoles.,"[[0, 3, 'Technical Platform'], [8, 20, 'Technical Platform']]"
"AWS provides the Amazon CLI, and Google Cloud provides the Cloud SDK.","[[0, 3, 'Technical Platform'], [33, 45, 'Technical Platform']]"
"AWS Technical Essentials introduces you to AWS products, services, and common solutions.","[[0, 3, 'Technical Platform'], [43, 46, 'Technical Platform']]"
"Cortex brings together best-in-class threat detection, prevention, attack surface management and security automation capabilities into one integrated platform.","[[0, 6, 'Technical Platform']]"
The Cortex platform of BIG DATA is the only one capable of capturing this external data,"[[4, 10, 'Technical Platform'], [23, 31, 'Technologies']]"
Cortex Intelligent Automation Software is transforming the future of work for enterprise organisations.,"[[0, 6, 'Technical Platform']]"
"Cortex is Securing the Future through its open platform, allowing Independent Software Vendors (ISVs)","[[0, 6, 'Technical Platform']]"
"Cortex is the first integrated Intelligent Automation platform to provide complex event management, machine intelligence and orchestrated process automation in a single automation platform.","[[0, 6, 'Technical Platform']]"
"WorkOS provides a single, elegant interface that abstracts dozens of enterprise integrations.","[[0, 6, 'Technical Platform']]"
 work operating system (Work OS) is a cloud-based software platform where teams build custom workflow apps.,"[[1, 22, 'Technical Platform']]"
"A Work OS software is a central hub, usually online, where everyday work, such as projects, workflows, workload, tasks, and initiatives","[[2, 9, 'Technical Platform'], [113, 118, 'Scrum']]"
A Work OS helps you to plan and manage available resources,"[[2, 9, 'Technical Platform']]"
"A work operating system (Work OS) is a tool that lets teams or businesses build customised workflows for task tracking, project management,","[[2, 23, 'Technical Platform'], [25, 32, 'Technical Platform'], [105, 118, 'Status'], [120, 138, 'Scrum']]"
"Microsoft Azure, commonly referred to as Azure, is a cloud computing service created by Microsoft","[[0, 15, 'Technical Platform'], [41, 46, 'Technical Platform']]"
Azure lets you add cloud capabilities to your existing network through its platform,"[[0, 5, 'Technical Platform']]"
"Abhishek and Ashrith please learn on the technical platforms like Cortex, Azure and make sure others in the team are well aware of it","[[0, 8, 'Person Name'], [13, 20, 'Person Name'], [66, 72, 'Technical Platform'], [74, 79, 'Technical Platform']]"
"Both Azure and AWS offer similar IaaS capabilities for virtual machines, networking, and storage.","[[5, 10, 'Technical Platform'], [15, 18, 'Technical Platform']]"
"Easily add these to your Python apps, choosing from among managed solutions for PostgreSQL and MySQL, Redis, Azure Cosmos DB (compatible with MongoDB) and other services","[[25, 31, 'Technologies'], [80, 90, 'Technologies'], [95, 100, 'Technologies'], [109, 124, 'Technologies'], [102, 107, 'Technologies'], [142, 149, 'Technologies']]"
Microsoft Azure increases its difficulty level depending on the job role and level.,"[[0, 15, 'Technical Platform']]"
Azure certifications not only lead to more job opportunities but also upsurge possibilities of high paying jobs and promotions.,"[[0, 5, 'Technical Platform']]"
The Azure cloud platform is more than 200 products and cloud services designed to help you bring new solutions to life,"[[4, 24, 'Technical Platform']]"
"A Work OS software is a central hub, usually online, where everyday work, such as projects, workflows, workload, tasks, and initiatives.","[[2, 9, 'Technical Platform'], [113, 118, 'Scrum']]"
Tableau can help anyone see and understand their data.,"[[0, 7, 'Tool']]"
"Business intelligence and analytics use Tableau as a visualized platform for the intentions of helping people watch, observe, understand, and make decisions with a variety of data.","[[40, 47, 'Tool']]"
Data analysis is very fast with Tableau tool and the visualizations created are in the form of dashboards and worksheets.,"[[32, 39, 'Tool']]"
"Tableau provides an optimized, live connector to SQL Server so that we can create charts, reports, and dashboards while working directly with our data.","[[0, 7, 'Tool']]"
Learning Management System Package to Supercharge Your Workforce.,"[[0, 26, 'Tool']]"
Absorb LMS is a learning management system built to accelerate learning and drive results.,"[[7, 10, 'Tool'], [16, 42, 'Tool']]"
"Open LMS is a Moodle-based eLearning solution, which allows you to create, personalize and track instruction for students with simple online tools","[[5, 8, 'Tool']]"
LMS means learning management system.,"[[0, 3, 'Tool'], [10, 36, 'Tool']]"
"Among commercial LMS products, there are typically two main forms:","[[17, 20, 'Tool']]"
Team is attending some L&D sessions referring to LMS received on monthly basis.,"[[49, 52, 'Tool']]"
IT ServiceConnect is the IT Employee Self-Service (ESS) portal.,"[[0, 17, 'Anthem Tools']]"
IT users can now access on-demand training for several IT ServiceConnect functions and features.,"[[55, 72, 'Anthem Tools']]"
All the WebEx tips will be stored in the IT ServiceConnect Knowledge Base for easy reference in the future.,"[[8, 13, 'Tool'], [41, 58, 'Anthem Tools']]"
Anthem IT Support will perform routine network maintenance on the IT Enterprise Service Desk chat servers this weekend.,"[[7, 17, 'Anthem Tools'], [66, 92, 'Anthem Tools']]"
Anthem IT Service Desk is the single point of contact for providing support to all enterprise IT areas,"[[7, 22, 'Anthem Tools']]"
"The next IT Lunch & Learn session is Wednesday, September 19, 2018, from 12:00–1:00 p.m. ET and will focus on the Anthem IT Service Desk.","[[48, 66, 'Date'], [37, 46, 'Date'], [121, 136, 'Anthem Tools']]"
"The Pandemic Tool – InSync The Legato BCP tool, ‘InSync’, a one stop shop for necessary associate information, helps in business continuity.","[[20, 26, 'Anthem Tools'], [38, 41, 'Anthem Tools'], [49, 55, 'Anthem Tools']]"
"LegatoDiaries with Nanda Masti, Director – Delivery Excellence and Head - BCP.","[[74, 77, 'Anthem Tools'], [19, 30, 'Person Name']]"
This is to inform you that the associates who have opted for Annual Leave Encashment on InSync BCP tool have been paid according to the option opted.,"[[88, 98, 'Anthem Tools']]"
Manager guide to Production Status update in the In Sync (BCP) tool,"[[49, 56, 'Anthem Tools'], [58, 61, 'Anthem Tools']]"
"Naresh you can view get information on Payrol, HR, IT service Connect in Pulse Anthem Network available to the associates","[[0, 6, 'Person Name'], [51, 69, 'Anthem Tools'], [73, 78, 'Anthem Tools']]"
"Ranjan, click on the Tools and Resources page in Pulse , under the drop down, go to Do the right thing compliance training","[[0, 6, 'Person Name'], [49, 54, 'Anthem Tools']]"
Please be familirize with the Pulse guide to collaboration,"[[30, 35, 'Anthem Tools']]"
Pulse welcomes associates input and engagement,"[[0, 5, 'Anthem Tools']]"
Remember that the Internet never forgets—and neither does Pulse.Everything you publish on Pulse will be archived.,"[[58, 63, 'Anthem Tools'], [90, 95, 'Anthem Tools']]"
Monoj apply for any pending leave in ADP E-time before applying for encashment and get it approved by your manager,"[[0, 5, 'Person Name'], [37, 47, 'Anthem Tools']]"
Kandappan and Rohan request to approve all the pending leave request in ADP E-time,"[[0, 9, 'Person Name'], [14, 19, 'Person Name'], [72, 82, 'Anthem Tools']]"
"we are back with the Annual Prevention of Sexual Harassment (PoSH) course on LMS from July 1, 2021.","[[86, 98, 'Date'], [77, 80, 'Tool']]"
I'll block Anil calendar for grooming session tomorrow.,"[[11, 15, 'Person Name'], [29, 45, 'Event'], [46, 54, 'Date']]"
Please complete compliance training for the defined timelines,"[[16, 35, 'Event']]"
Hive have a project release in October.,"[[12, 27, 'Event'], [0, 4, 'Team Name']]"
"Today Kavitha have organised Team Agile Ceremonies like grooming call, daily standup, sprint review, retrospective call)","[[6, 13, 'Person Name'], [0, 5, 'Date'], [56, 69, 'Event'], [71, 84, 'Event'], [86, 99, 'Event'], [101, 119, 'Event']]"
Thank you all for participating in Compliance week activities .Request you to kindly share your feedback through below Survey and update your participation confirmation for the events in below link.,"[[35, 50, 'Event']]"
"Thank you for your participation in the HIPAA Compliance session on Wednesday, July 28, 2021 conducted by James Griffin, Compliance Director, CPO-Policy and Projects.","[[40, 56, 'Event'], [68, 92, 'Date'], [106, 119, 'Person Name']]"
sprint review meeting has an opputurnity for the developers to speak their task done for that sprint,"[[0, 13, 'Event'], [94, 100, 'Scrum']]"
The sprint retrospective is a recurring meeting held at the end of a sprint used to discuss what went well during the previous sprint cycle,"[[4, 24, 'Event'], [69, 75, 'Scrum'], [127, 133, 'Scrum']]"
Cynthia you need to attend the next sprint review and sprint retrospective meetings held on every Friday.,"[[0, 7, 'Person Name'], [36, 49, 'Event'], [54, 74, 'Event'], [98, 104, 'Date']]"
"Mallika and Ajay have few point to say in grooming call, so lets all of us meet in the grooming session scheduled today.","[[0, 7, 'Person Name'], [12, 16, 'Person Name'], [42, 55, 'Event'], [87, 103, 'Event'], [114, 119, 'Date']]"
Anand would like to take this opportunity to thank all of you for your participation in the Compliance Week,"[[0, 5, 'Person Name'], [92, 107, 'Event']]"
Records and Information Management relies on you to effectively monitor and stay compliant with our Records and Information Management (RIM) Program.,"[[0, 34, 'Event'], [100, 134, 'Event'], [136, 139, 'Event']]"
"A sprint planning meeting is when the team (including the Scrum Master, Scrum Product Manager, and Scrum Team) meets to determine which backlog items will be handled in the next sprint.","[[2, 17, 'Event'], [178, 184, 'Scrum']]"
The sprint planning Scrum ceremony is a collaborative process that allows team members to have a say in when work happens.,"[[4, 19, 'Event'], [20, 34, 'Event']]"
Carla Borders to attend the sprint planning scheduled this evening,"[[0, 13, 'Person Name'], [28, 43, 'Event']]"
"Sprints are at the very heart of scrum and agile methodologies, and getting sprints right will help your agile team ship better software with fewer headaches.","[[0, 7, 'Scrum'], [33, 38, 'Scrum'], [76, 83, 'Scrum']]"
"Scrum Sprint is a repeatable fixed time-box during which a ""Done"" product of the highest possible value is created.","[[0, 12, 'Event'], [60, 64, 'Status']]"
"Sprint lies at the core of the Sprint agile methodology and can be thought of as an event which wraps all other Scrum events like Daily Scrums, Scrum Review and Sprint Retrospective.","[[0, 6, 'Scrum'], [144, 156, 'Event'], [161, 181, 'Event'], [130, 142, 'Event'], [31, 37, 'Scrum']]"
Srinivas and Jytosna will join as scrum masters to handle all the scrum events conducted.,"[[0, 8, 'Person Name'], [13, 20, 'Person Name'], [66, 78, 'Event']]"
"During the sprint planning meeting, the team selects some number of product backlog items","[[11, 26, 'Event'], [68, 83, 'Scrum']]"
"the sprint planning meeting is an official scrum meeting, there is no compulsion to have a separate meeting to groom the backlog","[[4, 19, 'Event'], [43, 56, 'Scrum'], [111, 116, 'Event'], [121, 128, 'Scrum']]"
"In this type of grooming session, the product owner acts as a facilitator of the grooming meeting.","[[16, 32, 'Event'], [81, 97, 'Event']]"
"Django is a high-level Python web framework that encourages rapid development and clean, pragmatic design.","[[0, 6, 'Technologies'], [23, 29, 'Technologies']]"
"It is maintained by the Django Software Foundation,","[[24, 30, 'Technologies']]"
